orig.order,quad1,quad,time,dates,ini.date,fin.date,elap.yr,site,coral,ID,Coral,ini.area,ini.perim,ini.feret,ini.notes,Coral,fin.area,fin.perim,fin.feret,fin.notes,tran
632,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON4_74_1,,0.25161,,,,,0.47668,,,,ON4
633,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON4_74_2,,0.50209,,,,,0.4864,,,,ON4
634,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON4_74_3,,0.31867,,,,,0.32399,,,,ON4
635,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON4_74_4,,0.2819,,,,,0.34314,,,tentacles,ON4
636,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON4_74_5,,0.06621,,,,,NA,,,nv,ON4
637,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON4_74_6,,0.04734,,,,,NA,,,nv,ON4
638,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON4_74_7,,0.05072,,,,,0.12128,,,,ON4
639,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON4_74_8,,0.467,,,,,0.347,,,,ON4
640,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON4_74_9,,0.188,,,,,0.239,,,,ON4
641,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON4_74_10,,0.39,,,,,0.199,,,,ON4
642,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON4_74_11,,0.298,,,,,0.425,,,,ON4
643,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON4_74_12,,0.386,,,,,0.345,,,,ON4
644,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON4_74_13,,0.14496,,,,,NA,,,nv,ON4
645,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON4_74_14,,0.64762,,,,,NA,,,nv,ON4
646,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON4_74_15,,0.35642,,,,,0.37146,,,,ON4
647,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON4_74_16,,0.21611,,,,,0.43062,,,,ON4
648,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON4_74_17,,0.0672,,,,,NA,,,nv,ON4
649,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON4_74_18,,0.24386,,,,,0.36667,,,,ON4
650,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON4_74_19,,0.25555,,,,,0.40343,,,tentacles,ON4
651,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON4_74_20,,0.30951,,,,,0.36498,,,tentacles,ON4
652,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON4_74_21,,0.24738,,,,,NA,,,nv,ON4
653,ON4_74_,ON4_74_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON4_74_22,,0.27894,,,,,0.30863,,,,ON4
654,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON5_25_1,,0.25705,,,,,0.41254,,,,ON5
655,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON5_25_2,,0.55984,,,,,NA,,,nv,ON5
656,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON5_25_3,,0.49757,,,,,0.52744,,,,ON5
657,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON5_25_4,,0.31034,,,,,0.47724,,,tentacles,ON5
658,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON5_25_5,,0.34881,,,,,0.41979,,,,ON5
659,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON5_25_6,,0.21145,,,,,0.34784,,,tentacles,ON5
660,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON5_25_7,,0.11371,,,,,NA,,,nv,ON5
661,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON5_25_8,,0.05415,,,,,NA,,,nv,ON5
662,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON5_25_9,,0.36534,,,,,NA,,,nv,ON5
663,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON5_25_10,,0.22613,,,,,0.32892,,,,ON5
664,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON5_25_11,,0.40866,,,tentacles,,0.42107,,,,ON5
665,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON5_25_12,,0.30592,,,,,0.33888,,,,ON5
666,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON5_25_13,,0.37646,,,,,0.41425,,,,ON5
667,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON5_25_14,,0.08393,,,,,NA,,,nv,ON5
668,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON5_25_15,,0.53434,,,,,NA,,,nv,ON5
669,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON5_25_16,,0.32017,,,,,0.50028,,,tentacles,ON5
670,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON5_25_17,,0.15816,,,,,NA,,,nv,ON5
671,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON5_25_18,,0.31433,,,,,0.47469,,,tentacles,ON5
672,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON5_25_19,,0.67098,,,,,0.66482,,,,ON5
673,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON5_25_20,,0.11399,,,,,NA,,,nv,ON5
674,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON5_25_21,,0.14092,,,,,0.22511,,,,ON5
675,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON5_25_22,,0.25235,,,tentacles,,0.22454,,,,ON5
676,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,23,ON5_25_23,,0.52978,,,,,0.55503,,,,ON5
677,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,24,ON5_25_24,,0.09974,,,,,NA,,,nv,ON5
678,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,25,ON5_25_25,,0.36392,,,,,0.47383,,,,ON5
679,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,26,ON5_25_26,,0.40268,,,,,NA,,,nv,ON5
680,ON5_25_,ON5_25_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,27,ON5_25_27,,0.14292,,,,,0.24502,,,,ON5
681,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON5_88_1,,0.62925,,,,,NA,,,nv,ON5
682,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON5_88_2,,0.26914,,,,,0.28875,,,,ON5
683,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON5_88_3,,0.15246,,,,,NA,,,nv,ON5
684,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON5_88_4,,0.35938,,,,,0.35748,,,,ON5
685,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON5_88_5,,0.33514,,,,,0.39904,,,,ON5
686,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON5_88_6,,0.48205,,,,,NA,,,nv,ON5
687,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON5_88_7,,0.08368,,,,,NA,,,nv,ON5
688,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON5_88_8,,0.26271,,,,,NA,,,nv,ON5
689,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON5_88_9,,0.05856,,,,,NA,,,gone,ON5
690,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON5_88_10,,0.43138,,,,,0.38692,,,,ON5
691,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON5_88_11,,0.0866,,,,,NA,,,gone,ON5
692,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON5_88_12,,0.23876,,,,,0.30523,,,,ON5
693,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON5_88_13,,0.34084,,,,,NA,,,nv,ON5
694,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON5_88_14,,0.49943,,,,,0.52031,,,,ON5
695,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON5_88_15,,0.636,,,,,0.572,,,algae,ON5
696,ON5_88_,ON5_88_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON5_88_16,,0.37837,,,,,NA,,,nv,ON5
697,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON5_89_1,,0.50436,,,,,0.45657,,,,ON5
698,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON5_89_2,,0.62076,,,,,0.50215,,,,ON5
699,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON5_89_3,,0.25869,,,,,0.32646,,,,ON5
700,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON5_89_4,,0.46394,,,,,NA,,,gone,ON5
701,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON5_89_5,,0.1719,,,,,0.26502,,,,ON5
702,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON5_89_6,,0.42671,,,,,0.33524,,,,ON5
703,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON5_89_7,,0.07571,,,,,0.11496,,,,ON5
704,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON5_89_8,,0.07903,,,,,0.15771,,,,ON5
705,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON5_89_9,,0.08125,,,,,NA,,,nv,ON5
706,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON5_89_10,,0.0764,,,,,NA,,,nv,ON5
707,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON5_89_11,,0.07031,,,,,NA,,,nv,ON5
708,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON5_89_12,,0.10934,,,,,NA,,,nv,ON5
709,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON5_89_13,,0.44664,,,,,0.49734,,,,ON5
710,ON5_89_,ON5_89_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON5_89_14,,0.26367,,,,,NA,,,nv,ON5
711,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON5_91_1,,0.32532,,,,,0.37772,,,,ON5
712,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON5_91_2,,0.06798,,,,,NA,,,nv,ON5
713,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON5_91_3,,0.06321,,,,,NA,,,nv,ON5
714,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON5_91_4,,0.18064,,,,,0.4781,,,,ON5
715,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON5_91_5,,0.30607,,,,,0.33317,,,,ON5
716,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON5_91_6,,0.28276,,,,,0.30323,,,,ON5
717,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON5_91_7,,0.10057,,,,,NA,,,gone,ON5
718,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON5_91_8,,0.67844,,,,,NA,,,nv,ON5
719,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON5_91_9,,0.25227,,,,,NA,,,gone,ON5
720,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON5_91_10,,0.18864,,,,,NA,,,gone,ON5
721,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON5_91_11,,0.66215,,,,,NA,,,gone,ON5
722,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON5_91_12,,0.16167,,,,,NA,,,gone,ON5
723,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON5_91_13,,0.23528,,,,,0.3024,,,,ON5
724,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON5_91_14,,0.09945,,,,,0.22443,,,,ON5
725,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON5_91_15,,0.84195,,,,,NA,,,nv,ON5
726,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON5_91_16,,0.29849,,,,,0.63404,,,tentacles,ON5
727,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON5_91_17,,0.2784,,,,,0.35851,,,,ON5
728,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON5_91_18,,0.07613,,,,,0.13895,,,,ON5
729,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON5_91_19,,0.15887,,,,,NA,,,nv,ON5
730,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON5_91_20,,0.36254,,,,,0.39791,,,,ON5
731,ON5_91_,ON5_91_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON5_91_21,,0.24609,,,,,0.29168,,,,ON5
732,PG1_7_,PG1_7_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG1_7_1,,0.366,,,,,0.473,,,,PG1
733,PG1_8_,PG1_8_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG1_8_1,,0.433,,,,,NA,,,gone,PG1
734,PG1_8_,PG1_8_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG1_8_2,,0.624,,,,,NA,,,nv,PG1
735,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG1_96_1,,0.083,,,,,NA,,,nv,PG1
736,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG1_96_2,,0.269,,,,,0.427,,,,PG1
737,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG1_96_3,,0.431,,,,,0.372,,,,PG1
738,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG1_96_4,,0.304,,,,,0.197,,,,PG1
739,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG1_96_5,,0.122,,,,,0.198,,,,PG1
740,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG1_96_6,,0.683,,,,,NA,,,angle,PG1
741,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG1_96_7,,0.089,,,,,NA,,,nv,PG1
742,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG1_96_8,,0.071,,,,,NA,,,gone,PG1
743,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG1_96_9,,0.375,,,,,0.431,,,,PG1
744,PG1_96_,PG1_96_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG1_96_10,,0.089,,,,,NA,,,nv,PG1
745,PG1_97_,PG1_97_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG1_97_1,,0.502,,,,,NA,,,nv,PG1
746,PG1_97_,PG1_97_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG1_97_2,,0.408,,,,,NA,,,nv,PG1
747,PG1_97_,PG1_97_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG1_97_3,,0.13,,,,,NA,,,nv,PG1
748,PG1_97_,PG1_97_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG1_97_4,,0.459,,,,,NA,,,nv,PG1
749,PG2_26_,PG2_26_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG2_26_1,,0.492,,,,,NA,,,nv,PG2
750,PG2_26_,PG2_26_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG2_26_2,,0.267,,,,,0.001,,,dead,PG2
751,PG2_26_,PG2_26_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG2_26_3,,0.271,,,,,0.316,,,overgrown,PG2
752,PG2_26_,PG2_26_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG2_26_4,,0.298,,,,,0.347,,,,PG2
753,PG2_26_,PG2_26_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG2_26_5,,0.075,,,,,0.1,,,,PG2
754,PG2_27_,PG2_27_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG2_27_1,,0.225,,,,,NA,,,nv,PG2
755,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG2_99_1,,0.31,,,,,0.325,,,,PG2
756,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG2_99_2,,0.282,,,,,0.44,,,,PG2
757,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG2_99_3,,0.584,,,,,0.636,,,,PG2
758,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG2_99_4,,0.135,,,,,NA,,,gone,PG2
759,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG2_99_5,,0.457,,,,,0.394,,,,PG2
760,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG2_99_6,,0.299,,,,,0.36,,,,PG2
761,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG2_99_7,,0.426,,,,,NA,,,gone,PG2
762,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG2_99_8,,0.052,,,,,NA,,,gone,PG2
763,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG2_99_9,,0.182,,,,,NA,,,angle,PG2
764,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG2_99_10,,0.066,,,,,NA,,,gone,PG2
765,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,11,PG2_99_11,,0.126,,,,,0.325,,,,PG2
766,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,12,PG2_99_12,,0.369,,,,,0.304,,,,PG2
767,PG2_99_,PG2_99_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,13,PG2_99_13,,0.083,,,,,0.135,,,,PG2
768,PG3_0_,PG3_0_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG3_0_1,,0.349,,,,,0.263,,,angle,PG3
769,PG3_0_,PG3_0_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG3_0_2,,0.542,,,,,0.727,,,,PG3
770,PG3_11_,PG3_11_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG3_11_1,,0.335,,,,,NA,,,angle,PG3
771,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG3_95_1,,0.685,,,,,0.702,,,,PG3
772,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG3_95_2,,0.512,,,,,0.509,,,,PG3
773,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG3_95_3,,0.447,,,,,NA,,,gone,PG3
774,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG3_95_4,,0.53,,,,,NA,,,gone,PG3
775,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG3_95_5,,0.149,,,,,NA,,,gone,PG3
776,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG3_95_6,,0.375,,,,,NA,,,nv,PG3
777,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG3_95_7,,0.6,,,,,NA,,,angle,PG3
778,PG3_95_,PG3_95_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG3_95_8,,0.085,,,,,0.172,,,angle,PG3
779,PG4_29_,PG4_29_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG4_29_1,,0.239,,,,,0.253,,,,PG4
780,PG4_29_,PG4_29_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG4_29_2,,0.297,,,,,0.332,,,,PG4
781,PG4_29_,PG4_29_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG4_29_3,,0.186,,,,,0.173,,,,PG4
782,PG4_30_,PG4_30_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG4_30_1,,0.36,,,,,0.393,,,,PG4
783,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG4_65_1,,0.488,,,,,NA,,,angle,PG4
784,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG4_65_2,,0.635,,,,,0.673,,,,PG4
785,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG4_65_3,,0.555,,,,,0.516,,,,PG4
786,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG4_65_4,,0.721,,,,,0.737,,,,PG4
787,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG4_65_5,,0.392,,,,,0.439,,,,PG4
788,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG4_65_6,,0.334,,,,,0.517,,,,PG4
789,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG4_65_7,,0.364,,,,,0.63,,,,PG4
790,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG4_65_8,,0.444,,,,,NA,,,nv,PG4
791,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG4_65_9,,0.615,,,,,NA,,,angle,PG4
792,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG4_65_10,,0.499,,,,,0.532,,,,PG4
793,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,11,PG4_65_11,,0.31,,,,,0.368,,,,PG4
794,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,12,PG4_65_12,,0.487,,,,,NA,,,angle,PG4
795,PG4_65_,PG4_65_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,13,PG4_65_13,,0.514,,,,,NA,,,angle,PG4
796,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG5_2_1,,0.483,,,,,0.473,,,,PG5
797,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG5_2_2,,0.541,,,,,0.564,,,,PG5
798,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG5_2_3,,0.359,,,,,0.533,,,,PG5
799,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG5_2_4,,0.358,,,,,0.444,,,,PG5
