row,quad,date,date.no,coral.id,coral.no,area,perim,feret,feretx,ferety,feretangle,minferet,code,sizeOK,surv,growth,recruit,other.notes
409,SC5_47,10-Dec-07,39426,SC5_47_5,5,0.313,2.173,0.7,17.963,10.232,68.749,0.616,,1,1,1,0,
410,SC5_47,10-Dec-07,39426,SC5_47_6,6,0.215,1.693,0.572,28.195,11.283,134.145,0.483,,1,1,1,0,
411,SC5_47,10-Dec-07,39426,SC5_47_7,7,5.84E-04,0.152,0.073,29.717,10.582,9.462,0.012,nv,0,NA,0,0,
412,SC5_47,10-Dec-07,39426,SC5_47_8,8,0.095,1.166,0.39,18.712,9.918,172.875,0.338,,1,1,1,0,
413,SC5_47,10-Dec-07,39426,SC5_47_9,9,0.257,1.878,0.683,22.481,17.275,13.299,0.48,angle,0,1,0,0,
414,SC5_47,10-Dec-07,39426,SC5_47_10,10,0.001,0.229,0.114,20.899,22.675,32.005,0.012,nv,0,NA,0,0,
415,SC5_47,10-Dec-07,39426,SC5_47_11,11,0.322,2.087,0.724,31.94,6.644,75.5,0.556,,1,1,1,0,
416,SC5_47,15-Dec-08,39797,SC5_47_1,1,0.256,1.843,0.601,23.613,17.099,12.653,0.562,,1,1,1,0,
417,SC5_47,15-Dec-08,39797,SC5_47_2,2,0.233,1.752,0.6,26.846,15.243,28.61,0.513,,1,1,1,0,
418,SC5_47,15-Dec-08,39797,SC5_47_3,3,0.339,2.112,0.721,27.253,15.53,32.106,0.625,,1,1,1,0,
419,SC5_47,15-Dec-08,39797,SC5_47_4,4,0.31,2.026,0.688,15.495,11.771,144.926,0.593,,1,1,1,0,
420,SC5_47,15-Dec-08,39797,SC5_47_5,5,0.328,2.1,0.713,15.195,9.208,60.852,0.607,,1,1,1,0,
421,SC5_47,15-Dec-08,39797,SC5_47_6,6,0.268,1.879,0.629,25.649,9.831,139.635,0.575,,1,1,1,0,
422,SC5_47,15-Dec-08,39797,SC5_47_7,7,0.327,2.118,0.791,26.595,8.813,129.472,0.529,angle,0,1,0,0,
423,SC5_47,15-Dec-08,39797,SC5_47_8,8,0.131,1.309,0.439,15.95,8.837,162.553,0.395,,1,1,1,0,
424,SC5_47,15-Dec-08,39797,SC5_47_9,9,2.87E-04,0.258,0.129,21.015,17.147,21.801,0.002,nv,0,NA,0,0,
425,SC5_47,15-Dec-08,39797,SC5_47_10,10,0.001,0.163,0.073,18.141,22.164,170.538,0.034,nv,0,NA,0,0,
426,SC5_47,15-Dec-08,39797,SC5_47_11,11,2.87E-04,0.247,0.123,29.756,5.927,29.055,0.008,nv,0,NA,0,0,
427,SC5_47,13-Dec-09,40160,SC5_47_1,1,0.303,2.001,0.654,25.018,18.17,57.771,0.614,,1,1,1,0,
428,SC5_47,13-Dec-09,40160,SC5_47_2,2,0.298,1.983,0.679,28.014,15.944,22.932,0.583,,1,1,1,0,
429,SC5_47,13-Dec-09,40160,SC5_47_3,3,0.338,2.116,0.749,28.495,16.245,29.859,0.592,,1,1,1,0,
430,SC5_47,13-Dec-09,40160,SC5_47_4,4,0.413,2.323,0.803,16.642,12.731,150.362,0.666,,1,1,1,0,
431,SC5_47,13-Dec-09,40160,SC5_47_5,5,0.363,2.17,0.72,16.245,10.204,51.789,0.674,,1,1,1,0,
432,SC5_47,13-Dec-09,40160,SC5_47_6,6,0.414,2.339,0.821,26.798,10.469,140.947,0.672,,1,1,1,0,
433,SC5_47,13-Dec-09,40160,SC5_47_7,7,0.489,2.53,0.898,27.761,9.543,147.588,0.705,,1,1,1,0,
434,SC5_47,13-Dec-09,40160,SC5_47_8,8,0.236,1.748,0.576,17.015,9.843,169.16,0.529,,1,1,1,0,
435,SC5_47,13-Dec-09,40160,SC5_47_9,9,0.242,1.865,0.719,21.395,16.979,17.526,0.433,angle,0,1,0,0,
436,SC5_47,13-Dec-09,40160,SC5_47_10,10,0.38,2.226,0.754,21.48,20.433,128.517,0.666,,1,1,1,0,
437,SC5_47,13-Dec-09,40160,SC5_47_11,11,0.441,2.415,0.881,30.348,4.946,124.992,0.689,,1,1,1,0,
438,SC5_47,13-Dec-09,40160,SC5_47_12,12,0.172,1.53,0.576,25.306,8.135,100.84,0.373,angle,0,1,0,0,
439,SC5_47,13-Dec-09,40160,SC5_47_13,13,0.306,2.023,0.686,16.498,27.436,164.745,0.59,angle,0,1,0,0,
440,SC5_47,15-Dec-08,39797,SC5_47_1,1,0.554,2.721,0.913,24.516,16.956,64.113,0.833,,1,1,1,0,
441,SC5_47,15-Dec-08,39797,SC5_47_2,2,0.613,2.847,0.986,27.56,14.83,30.964,0.857,,1,1,1,0,
442,SC5_47,3-Dec-10,40515,SC5_47_3,3,0.597,2.827,1.001,28.127,15.12,23.471,0.82,,1,1,1,0,
443,SC5_47,3-Dec-10,40515,SC5_47_4,4,8.75E-04,0.308,0.157,17.161,10.616,22.62,0.011,nv,0,NA,0,0,
444,SC5_47,3-Dec-10,40515,SC5_47_5,5,0.481,2.58,0.875,15.64,8.575,39.401,0.736,,1,1,1,0,
445,SC5_47,3-Dec-10,40515,SC5_47_6,6,0.459,2.469,0.822,26.871,8.925,119.954,0.725,,1,1,1,0,
446,SC5_47,3-Dec-10,40515,SC5_47_7,7,0.619,2.853,1.005,27.861,7.85,125.218,0.818,,1,1,1,0,
447,SC5_47,3-Dec-10,40515,SC5_47_8,8,0.45,2.419,0.834,16.533,8.55,22.109,0.7,,1,1,1,0,
448,SC5_47,3-Dec-10,40515,SC5_47_9,9,7.29E-04,0.253,0.126,21.642,16.111,16.699,0.011,angle,0,1,0,0,
449,SC5_47,3-Dec-10,40515,SC5_47_10,10,0.51,2.604,0.892,20.917,18.9,114.829,0.761,,1,1,1,0,
450,SC5_47,3-Dec-10,40515,SC5_47_11,11,0.522,2.631,0.931,30.76,3.08,112.906,0.749,,1,1,1,0,
451,SC5_47,3-Dec-10,40515,SC5_47_12,12,0.274,1.944,0.704,25.265,7.198,67.834,0.495,angle,0,1,0,0,
452,SC5_47,3-Dec-10,40515,SC5_47_13,13,0.304,1.992,0.66,15.736,26.098,23.749,0.608,angle,0,1,0,0,
453,SC5_47,3-Dec-10,40515,SC5_47_14,14,0.069,0.959,0.326,24.214,15.374,128.991,0.276,recruit,1,1,1,1,
454,SC5_47,3-Dec-10,40515,SC5_47_15,15,0.145,1.396,0.506,34.419,7.21,33.311,0.405,recruit,1,1,1,1,
455,SC5_49,10-Dec-07,39426,SC5_49_1,1,0.542,2.744,0.974,6.465,16.192,29.745,0.718,,1,1,1,0,
456,SC5_49,10-Dec-07,39426,SC5_49_2,2,0.282,1.937,0.642,9.268,15.745,163.61,0.579,,1,1,1,0,
457,SC5_49,10-Dec-07,39426,SC5_49_3,3,0.205,1.661,0.566,17.171,11.528,109.983,0.483,,1,1,1,0,
458,SC5_49,10-Dec-07,39426,SC5_49_4,4,0.452,2.438,0.795,14.15,1.341,19.537,0.74,,1,1,1,0,
459,SC5_49,10-Dec-07,39426,SC5_49_5,5,0.289,1.979,0.705,22.21,13.727,157.834,0.538,,1,1,1,0,
460,SC5_49,10-Dec-07,39426,SC5_49_6,6,0.355,2.152,0.738,13.727,18.911,31.608,0.643,,1,1,1,0,
461,SC5_49,10-Dec-07,39426,SC5_49_7,7,0.39,2.26,0.776,35.864,19.394,37.405,0.666,angle,0,1,0,0,
462,SC5_49,10-Dec-07,39426,SC5_49_8,8,0.281,1.962,0.74,38.076,14.102,51.633,0.504,angle,0,1,0,0,
463,SC5_49,10-Dec-07,39426,SC5_49_11,11,0.425,2.383,0.864,2.658,14.79,20.462,0.667,,1,1,1,0,
464,SC5_49,15-Dec-08,39797,SC5_49_1,1,0.001,0.4,0.199,18.339,12.417,32.735,0.013,nv,0,NA,0,0,
465,SC5_49,15-Dec-08,39797,SC5_49_2,2,2.86E-04,0.1,0.049,18.53,12.465,14.036,0.009,nv,0,NA,0,0,
466,SC5_49,15-Dec-08,39797,SC5_49_3,3,0.228,1.742,0.584,16.437,11.353,132.51,0.524,,1,1,1,0,
467,SC5_49,15-Dec-08,39797,SC5_49_4,4,5.72E-04,0.13,0.064,19.332,11.114,158.199,0.018,nv,0,NA,0,0,
468,SC5_49,15-Dec-08,39797,SC5_49_5,5,0.239,1.788,0.628,21.772,13.339,139.635,0.497,,1,1,1,0,
469,SC5_49,15-Dec-08,39797,SC5_49_6,6,0.337,2.104,0.713,13.733,19.105,55.244,0.618,,1,1,1,0,
470,SC5_49,15-Dec-08,39797,SC5_49_7,7,1.43E-04,0.122,0.061,35.913,19.559,11.31,0.005,nv,0,NA,0,0,
471,SC5_49,15-Dec-08,39797,SC5_49_8,8,0.221,1.757,0.644,36.391,12.824,31.329,0.448,angle,0,1,0,0,
472,SC5_49,15-Dec-08,39797,SC5_49_11,11,NA,NA,NA,NA,NA,NA,NA,nv,0,NA,0,0,
473,SC5_49,13-Dec-09,40160,SC5_49_1,1,0.463,2.494,0.884,6.174,17.332,24.121,0.703,,1,1,1,0,
474,SC5_49,13-Dec-09,40160,SC5_49_2,2,0.257,1.849,0.666,8.883,17.127,20.072,0.518,,1,1,1,0,
475,SC5_49,13-Dec-09,40160,SC5_49_3,3,0.294,1.978,0.671,16.321,12.782,147.45,0.595,,1,1,1,0,
476,SC5_49,13-Dec-09,40160,SC5_49_4,4,0.399,2.29,0.767,13.709,2.937,22.135,0.678,,1,1,1,0,
477,SC5_49,13-Dec-09,40160,SC5_49_5,5,0.22,1.713,0.599,21.532,14.816,157.557,0.494,,1,1,1,0,
478,SC5_49,13-Dec-09,40160,SC5_49_6,6,0.337,2.109,0.734,13.227,20.124,48.991,0.622,,1,1,1,0,
479,SC5_49,13-Dec-09,40160,SC5_49_7,7,0.395,2.265,0.782,35.301,20.377,22.62,0.662,,1,1,1,0,
480,SC5_49,13-Dec-09,40160,SC5_49_8,8,0.311,2.042,0.739,37.48,14.997,30.324,0.553,angle,0,1,0,0,
481,SC5_49,13-Dec-09,40160,SC5_49_9,9,0.06,0.891,0.315,19.149,7.944,133.452,0.265,recruit,1,1,1,1,
482,SC5_49,13-Dec-09,40160,SC5_49_10,10,0.096,1.123,0.373,7.101,15.418,69.228,0.337,recruit,1,1,1,1,
483,SC5_49,13-Dec-09,40160,SC5_49_11,11,0.278,1.908,0.677,2.648,16.152,51.499,0.545,angle,0,1,0,0,
484,SC5_49,13-Dec-09,40160,SC5_49_1,1,0.39,2.282,0.781,5.329,16.914,33.69,0.637,algae,0,1,0,0,
485,SC5_49,3-Dec-10,40515,SC5_49_2,2,8.68E-04,0.412,0.206,7.254,16.541,6.71,0.015,nv,0,NA,0,0,
486,SC5_49,3-Dec-10,40515,SC5_49_3,3,0.404,2.313,0.759,15.988,12.09,130.503,0.704,,1,1,1,0,
487,SC5_49,3-Dec-10,40515,SC5_49_4,4,7.24E-04,0.321,0.158,11.717,1.756,8.746,0.016,nv,0,NA,0,0,
488,SC5_49,3-Dec-10,40515,SC5_49_5,5,0.314,2.063,0.718,21.425,14.243,121.293,0.561,,1,1,1,0,
489,SC5_49,3-Dec-10,40515,SC5_49_6,6,2.89E-04,0.266,0.133,14.869,18.358,5.194,0.006,nv,0,NA,0,0,
490,SC5_49,3-Dec-10,40515,SC5_49_7,7,0.398,2.295,0.83,34.694,20.186,38.53,0.646,,1,1,1,0,
491,SC5_49,3-Dec-10,40515,SC5_49_8,8,0,0.099,0.05,35.669,17.347,14.036,0.011,nv,0,NA,0,0,
492,SC5_49,3-Dec-10,40515,SC5_49_9,9,0.121,1.277,0.443,18.815,7.062,132.797,0.361,,1,1,1,0,
493,SC5_49,3-Dec-10,40515,SC5_49_10,10,0.16,1.449,0.483,6.087,14.845,71.114,0.445,,1,1,1,0,
494,SC5_49,3-Dec-10,40515,SC5_49_11,11,0.424,2.385,0.843,1.215,15.458,14.036,0.654,,1,1,1,0,
495,SC5_49,3-Dec-10,40515,SC5_49_12,12,0.237,1.784,0.621,2.719,23.735,21.595,0.517,algae,0,1,0,0,
496,SC5_50,10-Dec-07,39426,SC5_50_1,1,0.307,2.013,0.688,8.887,1.898,149.381,0.563,,1,1,1,0,
497,SC5_50,10-Dec-07,39426,SC5_50_2,2,0.423,2.378,0.831,9.456,6.191,8.366,0.641,,1,1,1,0,
498,SC5_50,10-Dec-07,39426,SC5_50_3,3,0.392,2.319,0.815,6.022,7.618,147.724,0.618,,1,1,1,0,
499,SC5_50,10-Dec-07,39426,SC5_50_4,4,0.537,2.651,0.88,18.162,19.516,159.075,0.79,,1,1,1,0,
500,SC5_50,10-Dec-07,39426,SC5_50_5,5,0.137,1.375,0.482,12.43,10.592,128.884,0.379,,1,1,1,0,
501,SC5_50,10-Dec-07,39426,SC5_50_6,6,0.161,1.519,0.508,13.265,10.351,128.234,0.435,,1,1,1,0,
502,SC5_50,10-Dec-07,39426,SC5_50_7,7,0.224,1.726,0.582,21.511,7.17,110.695,0.508,,1,1,1,0,
503,SC5_50,10-Dec-07,39426,SC5_50_8,8,0.43,2.414,0.829,29.274,20.23,23.199,0.689,,1,1,1,0,
504,SC5_50,10-Dec-07,39426,SC5_50_9,9,0.186,1.583,0.543,34.353,9.939,16.821,0.447,,1,1,1,0,
505,SC5_50,10-Dec-07,39426,SC5_50_10,10,0.137,1.353,0.47,34.957,9.613,168.111,0.375,,1,1,1,0,
506,SC5_50,10-Dec-07,39426,SC5_50_11,11,0.35,2.149,0.728,35.755,10.302,11.497,0.622,,1,1,1,0,
507,SC5_50,10-Dec-07,39426,SC5_50_12,12,0.432,2.413,0.845,35.925,14.897,16.621,0.671,angle,0,1,0,0,
508,SC5_50,10-Dec-07,39426,SC5_50_13,13,0.343,2.221,0.886,31.801,25.502,32.171,0.521,angle,0,1,0,0,
509,SC5_50,10-Dec-07,39426,SC5_50_14,14,0.222,1.761,0.645,30.955,25.755,30.411,0.476,angle,0,1,0,0,
510,SC5_50,10-Dec-07,39426,SC5_50_15,15,0.116,1.263,0.446,24.486,26.336,49.399,0.356,,1,1,1,0,
511,SC5_50,10-Dec-07,39426,SC5_50_16,16,0.114,1.239,0.417,23.676,14.45,29.539,0.375,,1,1,1,0,
512,SC5_50,10-Dec-07,39426,SC5_50_17,17,0.534,2.696,0.924,2.116,7.666,133.939,0.751,,1,1,1,0,
513,SC5_50,10-Dec-07,39426,SC5_50_18,18,0.221,1.726,0.574,8.271,2.648,71.565,0.523,,1,1,1,0,
514,SC5_50,10-Dec-07,39426,SC5_50_19,19,5.85E-04,0.284,0.142,19.178,25.465,19.983,0.011,nv,0,NA,0,0,
515,SC5_50,10-Dec-07,39426,SC5_50_20,20,7.31E-04,0.256,0.126,27.485,24.667,16.699,0.012,nv,0,NA,0,0,
516,SC5_50,10-Dec-07,39426,SC5_50_21,21,0.365,2.208,0.769,14.788,22.805,16.44,0.622,angle,0,1,0,0,
517,SC5_50,10-Dec-07,39426,SC5_50_22,22,0.297,2.008,0.725,16.13,23.071,152.152,0.535,angle,0,1,0,0,
518,SC5_50,15-Dec-08,39797,SC5_50_1,1,0,0.136,0.068,7.544,3.76,45,0.008,algae,0,1,0,0,
519,SC5_50,15-Dec-08,39797,SC5_50_2,2,0.405,2.334,0.812,7.832,7.257,21.644,0.665,algae,0,1,0,0,
520,SC5_50,15-Dec-08,39797,SC5_50_3,3,0.186,1.586,0.536,4.79,8.766,23.703,0.466,angle,0,1,0,0,
521,SC5_50,15-Dec-08,39797,SC5_50_4,4,0.377,2.242,0.747,16.489,19.807,111.631,0.674,,1,1,1,0,
522,SC5_50,15-Dec-08,39797,SC5_50_5,5,0.17,1.501,0.512,10.658,11.616,16.314,0.443,algae,0,1,0,0,
523,SC5_50,15-Dec-08,39797,SC5_50_6,6,0.116,1.25,0.432,11.628,11.149,123.69,0.363,algae,0,1,0,0,
524,SC5_50,15-Dec-08,39797,SC5_50_7,7,0.229,1.748,0.595,19.543,8.083,115.017,0.533,,1,1,1,0,
525,SC5_50,15-Dec-08,39797,SC5_50_8,8,5.74E-04,0.194,0.097,28.045,21.363,29.745,0.01,dead,1,0,0,0,
526,SC5_50,15-Dec-08,39797,SC5_50_9,9,0.166,1.49,0.526,32.081,10.789,30.069,0.428,,1,1,1,0,
527,SC5_50,15-Dec-08,39797,SC5_50_10,10,2.87E-04,0.079,0.043,33.111,10.31,33.69,0.011,algae,0,1,0,0,
528,SC5_50,15-Dec-08,39797,SC5_50_11,11,0,0.099,0.049,33.65,11.089,14.036,0.004,dead,1,0,0,0,
529,SC5_50,15-Dec-08,39797,SC5_50_12,12,4.30E-04,0.133,0.07,34.715,17.627,30.964,0.011,nv,0,NA,0,0,
530,SC5_50,15-Dec-08,39797,SC5_50_13,13,4.30E-04,0.195,0.097,30.344,25.447,29.745,0.014,dead,1,0,0,0,
531,SC5_50,15-Dec-08,39797,SC5_50_14,14,0.175,1.526,0.548,29.147,26.381,53.881,0.432,angle,0,1,0,0,
532,SC5_50,15-Dec-08,39797,SC5_50_15,15,0.136,1.346,0.455,22.537,26.453,125.362,0.407,,1,1,1,0,
533,SC5_50,15-Dec-08,39797,SC5_50_16,16,1.43E-04,0.173,0.086,22.273,16.034,33.69,0.01,dead,1,0,0,0,
534,SC5_50,15-Dec-08,39797,SC5_50_17,17,2.87E-04,0.161,0.08,6.335,4.598,26.565,0.005,dead,1,0,0,0,
535,SC5_50,15-Dec-08,39797,SC5_50_18,18,7.17E-04,0.227,0.11,6.61,4.155,40.601,0.018,algae,0,1,0,0,
536,SC5_50,15-Dec-08,39797,SC5_50_19,19,0.098,1.142,0.382,18.932,27.746,57.804,0.335,,1,1,1,0,
537,SC5_50,15-Dec-08,39797,SC5_50_20,20,0.309,2.027,0.726,26.764,24.644,37.626,0.56,angle,0,1,0,0,
538,SC5_50,15-Dec-08,39797,SC5_50_21,21,0.259,1.865,0.668,12.993,23.315,14.534,0.491,algae,0,1,0,0,
539,SC5_50,15-Dec-08,39797,SC5_50_22,22,1.43E-04,0.076,0.043,14.382,24.261,33.69,0.01,nv,0,NA,0,0,
540,SC5_50,15-Dec-08,39797,SC5_50_23,23,0.251,1.82,0.62,5.652,26.285,48.918,0.524,,1,1,1,0,
541,SC5_50,15-Dec-08,39797,SC5_50_24,24,0.501,2.62,0.957,2.946,24.417,145.713,0.683,algae,0,1,0,0,
542,SC5_50,13-Dec-09,40160,SC5_50_1,1,0.335,2.116,0.742,6.241,2.566,133.025,0.594,,1,1,1,0,
543,SC5_50,13-Dec-09,40160,SC5_50_2,2,0.439,2.464,0.877,6.916,6.614,159.075,0.627,,1,1,1,0,
544,SC5_50,13-Dec-09,40160,SC5_50_3,3,0.356,2.2,0.788,4.133,8.084,128.797,0.612,angle,0,1,0,0,
545,SC5_50,13-Dec-09,40160,SC5_50_4,4,2.90E-04,0.194,0.097,18.843,21.687,7.125,0.005,dead,1,0,0,0,
546,SC5_50,13-Dec-09,40160,SC5_50_5,5,0,0.108,0.054,10.458,10.325,26.565,6.12E-05,dead,1,0,0,0,
547,SC5_50,13-Dec-09,40160,SC5_50_6,6,2.90E-04,0.216,0.108,10.458,10.108,26.565,0.008,nv,0,NA,0,0,
548,SC5_50,13-Dec-09,40160,SC5_50_7,7,0.272,1.901,0.644,18.771,7.422,128.157,0.566,algae,0,1,0,0,
549,SC5_50,13-Dec-09,40160,SC5_50_8,8,0.001,0.35,0.174,26.699,20.446,33.69,0.013,dead,1,0,0,0,
550,SC5_50,13-Dec-09,40160,SC5_50_9,9,8.71E-04,0.176,0.087,32.879,11.651,33.69,0.013,dead,1,0,0,0,
551,SC5_50,13-Dec-09,40160,SC5_50_10,10,8.71E-04,0.176,0.087,32.879,11.651,33.69,0.013,dead,1,0,0,0,
552,SC5_50,13-Dec-09,40160,SC5_50_11,11,4.36E-04,0.029,0.034,33.807,12.554,45,1.74E-18,dead,1,0,0,0,
553,SC5_50,13-Dec-09,40160,SC5_50_12,12,0.003,0.635,0.316,36.096,18.036,17.745,0.018,nv,0,NA,0,0,
554,SC5_50,13-Dec-09,40160,SC5_50_13,13,0,0.075,0.043,29.976,26.06,33.69,0.007,dead,1,0,0,0,
555,SC5_50,13-Dec-09,40160,SC5_50_14,14,0.28,1.941,0.682,28.639,25.94,32.005,0.525,angle,0,1,0,0,
556,SC5_50,13-Dec-09,40160,SC5_50_15,15,0.164,1.465,0.497,21.795,25.952,129.094,0.434,,1,1,1,0,
557,SC5_50,13-Dec-09,40160,SC5_50_16,16,5.81E-04,0.262,0.13,22.53,16.084,33.69,0.015,dead,1,0,0,0,
558,SC5_50,13-Dec-09,40160,SC5_50_17,17,4.36E-04,0.156,0.077,2.181,9.036,38.66,0.011,dead,1,0,0,0,
559,SC5_50,13-Dec-09,40160,SC5_50_18,18,0.331,2.088,0.714,5.373,3.325,21.801,0.627,,1,1,1,0,
560,SC5_50,13-Dec-09,40160,SC5_50_19,19,0.1,1.155,0.398,18.205,27.108,35.134,0.333,,1,1,1,0,
561,SC5_50,13-Dec-09,40160,SC5_50_20,20,0.402,2.334,0.852,26.012,24.229,25.115,0.647,angle,0,1,0,0,
562,SC5_50,13-Dec-09,40160,SC5_50_21,21,0.279,1.915,0.659,15.867,22.964,30.784,0.565,algae,0,1,0,0,
563,SC5_50,13-Dec-09,40160,SC5_50_22,22,0.156,1.436,0.492,17.699,24.542,36.027,0.425,,1,1,1,0,
564,SC5_50,13-Dec-09,40160,SC5_50_23,23,0.242,1.791,0.626,5.663,25.241,15.642,0.506,algae,0,1,0,0,
565,SC5_50,13-Dec-09,40160,SC5_50_24,24,0.362,2.284,0.853,3.169,23.651,143.616,0.538,angle,0,1,0,0,
566,SC5_50,13-Dec-09,40160,SC5_50_25,25,0.138,1.358,0.461,27.53,23.518,130.764,0.41,,1,1,1,0,
567,SC5_50,13-Dec-09,40160,SC5_50_26,26,0.166,1.484,0.529,29.349,25.241,30.069,0.444,angle,0,1,0,0,
568,SC5_50,13-Dec-09,40160,SC5_50_27,27,0.321,2.073,0.723,36.024,12.301,23.575,0.59,,1,1,1,0,
569,SC5_50,13-Dec-09,40160,SC5_50_28,28,0.381,2.242,0.762,35.952,11.313,140.774,0.651,,1,1,1,0,
570,SC5_50,13-Dec-09,40160,SC5_50_29,29,0.109,1.218,0.422,4.651,6.831,126.87,0.368,recruit,1,1,1,1,
571,SC5_50,3-Dec-10,40515,SC5_50_1,1,0.394,2.309,0.789,6.761,2.733,163.217,0.658,,1,1,1,0,
572,SC5_50,3-Dec-10,40515,SC5_50_2,2,0.706,3.12,1.102,7.313,7.085,8.13,0.861,,1,1,1,0,
573,SC5_50,3-Dec-10,40515,SC5_50_3,3,0.628,2.964,1.095,4.136,7.876,138.106,0.769,angle,0,1,0,0,
574,SC5_50,3-Dec-10,40515,SC5_50_4,4,1.44E-04,0.14,0.07,13.091,17.455,30.964,0.007,dead,1,0,0,0,
575,SC5_50,3-Dec-10,40515,SC5_50_5,5,4.31E-04,0.164,0.08,11.113,12.336,26.565,0.016,dead,1,0,0,0,
576,SC5_50,3-Dec-10,40515,SC5_50_6,6,0.296,1.986,0.661,11.269,11.317,43.531,0.579,,1,1,1,0,
577,SC5_50,3-Dec-10,40515,SC5_50_7,7,0.001,0.301,0.15,19.649,7.78,28.61,0.014,nv,0,NA,0,0,
578,SC5_50,3-Dec-10,40515,SC5_50_8,8,2.87E-04,0.068,0.034,28.868,18.654,45,0.008,dead,1,0,0,0,
579,SC5_50,3-Dec-10,40515,SC5_50_9,9,2.87E-04,0.226,0.113,32.38,12.18,32.005,0.007,dead,1,0,0,0,
580,SC5_50,3-Dec-10,40515,SC5_50_10,10,2.87E-04,0.226,0.113,32.38,12.18,32.005,0.007,dead,1,0,0,0,
581,SC5_50,3-Dec-10,40515,SC5_50_11,11,2.87E-04,0.226,0.113,32.38,12.18,32.005,0.007,dead,1,0,0,0,
582,SC5_50,3-Dec-10,40515,SC5_50_12,12,0.364,2.216,0.811,34.214,16.436,18.97,0.603,algae,0,1,0,0,
583,SC5_50,3-Dec-10,40515,SC5_50_13,13,2.87E-04,0.215,0.107,30.282,26.446,26.565,0.005,dead,1,0,0,0,
584,SC5_50,3-Dec-10,40515,SC5_50_14,14,0.385,2.275,0.795,28.436,26.985,23.085,0.605,angle,0,1,0,0,
585,SC5_50,3-Dec-10,40515,SC5_50_15,15,0.185,1.56,0.522,21.807,26.698,121.866,0.468,,1,1,1,0,
586,SC5_50,3-Dec-10,40515,SC5_50_16,16,2.87E-04,0.229,0.122,22.034,16.915,11.31,0.007,dead,1,0,0,0,
587,SC5_50,3-Dec-10,40515,SC5_50_17,17,2.87E-04,0.175,0.087,5.443,4.04,15.945,0.007,dead,1,0,0,0,
588,SC5_50,3-Dec-10,40515,SC5_50_18,18,0.452,2.447,0.85,5.862,3.225,16.39,0.707,,1,1,1,0,
589,SC5_50,3-Dec-10,40515,SC5_50_19,19,7.19E-04,0.178,0.091,19.301,26.746,23.199,0.018,nv,0,NA,0,0,
590,SC5_50,3-Dec-10,40515,SC5_50_20,20,0.271,1.918,0.682,26.278,25.019,156.14,0.551,algae,0,1,0,0,
591,SC5_50,3-Dec-10,40515,SC5_50_21,21,2.87E-04,0.215,0.107,16.496,24.228,26.565,0.005,nv,0,NA,0,0,
592,SC5_50,3-Dec-10,40515,SC5_50_22,22,0.207,1.654,0.565,17.767,25.199,32.005,0.483,,1,1,1,0,
593,SC5_50,3-Dec-10,40515,SC5_50_23,23,0.254,1.84,0.629,5.622,25.583,49.635,0.538,,1,1,1,0,
594,SC5_50,3-Dec-10,40515,SC5_50_24,24,0.351,2.262,0.882,2.973,23.892,157.62,0.529,angle,0,1,0,0,
595,SC5_50,3-Dec-10,40515,SC5_50_25,25,0.383,2.271,0.804,27.573,24.348,110.056,0.623,,1,1,1,0,
596,SC5_50,3-Dec-10,40515,SC5_50_26,26,0.214,1.698,0.633,29.251,26.278,29.476,0.459,angle,0,1,0,0,
597,SC5_50,3-Dec-10,40515,SC5_50_27,27,0.31,2.04,0.718,36.672,13.93,14.5,0.551,,1,1,1,0,
598,SC5_50,3-Dec-10,40515,SC5_50_28,28,0.352,2.156,0.71,36.732,13.019,127.451,0.659,,1,1,1,0,
599,SC5_50,3-Dec-10,40515,SC5_50_29,29,0.285,1.941,0.646,4.891,6.761,121.329,0.599,,1,1,1,0,
600,SC6_14,10-Dec-07,39426,SC6_14_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
601,SC6_14,15-Dec-08,39797,SC6_14_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
602,SC6_14,13-Dec-09,40160,SC6_14_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
603,SC6_14,3-Dec-10,40515,SC6_14_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
604,SC6_18,10-Dec-07,39426,SC6_18_1,1,0.227,1.756,0.607,13.726,3.763,110.956,0.499,,1,1,1,0,
605,SC6_18,10-Dec-07,39426,SC6_18_2,2,0.191,1.595,0.556,33.652,10.18,167.471,0.448,,1,1,1,0,
606,SC6_18,10-Dec-07,39426,SC6_18_3,3,0.384,2.278,0.82,14.546,2.714,162.897,0.61,,1,1,1,0,
607,SC6_18,15-Dec-08,39797,SC6_18_1,1,0.266,1.859,0.627,12.56,4.976,156.371,0.55,algae,0,1,0,0,
608,SC6_18,15-Dec-08,39797,SC6_18_2,2,0.221,1.713,0.605,33.781,9.522,24.538,0.499,algae,0,1,0,0,
609,SC6_18,15-Dec-08,39797,SC6_18_3,3,0.484,2.586,0.981,13.386,3.601,170.882,0.634,angle,0,1,0,0,
610,SC6_18,13-Dec-09,40160,SC6_18_1,1,0.175,1.533,0.544,12.584,5.637,149.47,0.429,angle,0,1,0,0,
