row,quad,date,date.no,coral.id,coral.no,area,perim,feret,feretx,ferety,feretangle,minferet,code,sizeOK,surv,growth,recruit,other.notes
205,SC1_62,15-Dec-08,39797,SC1_62_7,7,0.579,2.808,1.046,8.586,9.534,21.557,0.749,,1,1,1,0,
206,SC1_62,15-Dec-08,39797,SC1_62_8,8,0.101,1.182,0.444,8.37,9.066,51.582,0.311,recruit,1,1,1,1,
207,SC1_62,15-Dec-08,39797,SC1_62_9,9,0.369,2.239,0.783,4.875,9.691,20.659,0.622,,1,1,1,0,
208,SC1_62,13-Dec-09,40160,SC1_62_1,1,0.545,2.675,0.919,27.181,12.309,165.6,0.781,algae,0,1,0,0,
209,SC1_62,13-Dec-09,40160,SC1_62_2,2,0.552,2.702,0.927,24.751,18.506,142.386,0.79,,1,1,1,0,
210,SC1_62,13-Dec-09,40160,SC1_62_3,3,0.414,2.384,0.845,27.626,18.999,162.597,0.662,,1,1,1,0,
211,SC1_62,13-Dec-09,40160,SC1_62_4,4,0.333,2.096,0.732,33.426,17.724,14.265,0.578,angle,0,1,0,0,
212,SC1_62,13-Dec-09,40160,SC1_62_5,5,0.478,2.551,0.946,34.773,18.097,14.744,0.686,angle,0,1,0,0,
213,SC1_62,13-Dec-09,40160,SC1_62_6,6,1.45E-04,0.294,0.147,9.758,13.849,55.008,0.004,nv,0,NA,0,0,
214,SC1_62,13-Dec-09,40160,SC1_62_7,7,0.5,2.627,0.982,8.651,13.284,30.964,0.689,angle,0,1,0,0,
215,SC1_62,13-Dec-09,40160,SC1_62_8,8,2.90E-04,0.122,0.06,8.639,12.369,53.13,0.01,nv,0,NA,0,0,
216,SC1_62,13-Dec-09,40160,SC1_62_9,9,0.442,2.436,0.868,4.897,13.958,33.69,0.688,,1,1,1,0,
217,SC1_62,13-Dec-09,40160,SC1_62_10,10,0.072,0.991,0.34,28.481,10.24,22.932,0.297,recruit,1,1,1,1,
218,SC1_62,13-Dec-09,40160,SC1_62_11,11,0.065,0.933,0.327,34.906,15.293,126.027,0.277,recruit,1,1,1,1,
219,SC1_62,13-Dec-09,40160,SC1_62_12,12,0.072,0.979,0.361,34.533,15.474,25.71,0.281,recruit,1,1,1,1,
220,SC1_62,13-Dec-09,40160,SC1_62_13,13,0.112,1.234,0.415,34.28,15.281,16.858,0.365,recruit,1,1,1,1,
221,SC1_62,3-Dec-10,40515,SC1_62_1,1,0.798,3.667,1.189,28.016,12.997,154.983,0.897,,1,1,1,0,
222,SC1_62,3-Dec-10,40515,SC1_62_2,2,0.734,3.127,1.05,24.928,19.1,155.772,0.941,,1,1,1,0,
223,SC1_62,3-Dec-10,40515,SC1_62_3,3,0.469,2.545,0.86,27.92,19.699,163.836,0.76,,1,1,1,0,
224,SC1_62,3-Dec-10,40515,SC1_62_4,4,0.306,2.025,0.717,34.143,18.873,14.5,0.557,angle,0,1,0,0,
225,SC1_62,3-Dec-10,40515,SC1_62_5,5,0.585,2.758,0.967,35.568,19.256,15.068,0.79,angle,0,1,0,0,
226,SC1_62,3-Dec-10,40515,SC1_62_6,6,0.437,2.405,0.829,1.137,15.977,159.734,0.682,angle,0,1,0,0,
227,SC1_62,3-Dec-10,40515,SC1_62_7,7,0.568,2.839,1.119,9.083,13.104,32.33,0.722,angle,0,1,0,0,
228,SC1_62,3-Dec-10,40515,SC1_62_8,8,0.195,1.6,0.567,8.605,12.051,134.145,0.465,angle,0,1,0,0,
229,SC1_62,3-Dec-10,40515,SC1_62_9,9,1.43E-04,0.182,0.091,5.553,12.59,66.801,0.006,dead,1,0,0,0,
230,SC1_62,3-Dec-10,40515,SC1_62_10,10,0.234,1.769,0.607,29.404,10.998,22.011,0.507,,1,1,1,0,
231,SC1_62,3-Dec-10,40515,SC1_62_11,11,5.73E-04,0.304,0.151,36.932,16.396,18.435,0.015,algae,0,1,0,0,
232,SC1_62,3-Dec-10,40515,SC1_62_12,12,0.005,0.498,0.247,36.274,16.372,22.834,0.028,algae,0,1,0,0,
233,SC1_62,3-Dec-10,40515,SC1_62_13,13,0.226,1.736,0.61,35.292,16.503,15.945,0.488,algae,0,1,0,0,
234,SC1_62,3-Dec-10,40515,SC1_62_14,14,0.081,1.037,0.353,15.474,10.747,118.301,0.311,recruit,1,1,1,1,
235,SC1_63,10-Dec-07,39426,SC1_63_1,1,0.405,2.461,0.806,4.124,10.106,136.809,0.683,,1,1,1,0,
236,SC1_63,10-Dec-07,39426,SC1_63_2,2,0.574,2.763,0.983,16.927,4.975,59.995,0.779,,1,1,1,0,
237,SC1_63,10-Dec-07,39426,SC1_63_3,3,0.554,2.725,0.933,18.941,15.8,136.042,0.767,,1,1,1,0,
238,SC1_63,10-Dec-07,39426,SC1_63_4,4,0.485,2.582,0.861,23.005,11.065,102.875,0.743,,1,1,1,0,
239,SC1_63,10-Dec-07,39426,SC1_63_5,5,0.477,2.53,0.888,31.936,16.1,16.477,0.695,,1,1,1,0,
240,SC1_63,10-Dec-07,39426,SC1_63_6,6,0.365,2.226,0.727,31.624,17.071,171.469,0.678,,1,1,1,0,
241,SC1_63,10-Dec-07,39426,SC1_63_7,7,0.339,2.155,0.685,32.727,19.612,57.144,0.64,angle,0,1,0,0,
242,SC1_63,10-Dec-07,39426,SC1_63_8,8,0.172,1.505,0.51,23.604,11.796,60.422,0.456,,1,1,1,0,
243,SC1_63,10-Dec-07,39426,SC1_63_9,9,0.137,1.348,0.453,4.867,8.32,37.476,0.408,,1,1,1,0,
244,SC1_63,15-Dec-08,39797,SC1_63_1,1,0.356,2.188,0.777,1.833,10.136,141.892,0.599,,1,1,1,0,
245,SC1_63,15-Dec-08,39797,SC1_63_2,2,0.415,2.354,0.825,14.904,5.032,64.179,0.623,,1,1,1,0,
246,SC1_63,15-Dec-08,39797,SC1_63_3,3,0.402,2.324,0.835,16.893,15.959,140.826,0.665,,1,1,1,0,
247,SC1_63,15-Dec-08,39797,SC1_63_4,4,0.439,2.413,0.827,20.799,11.31,128.53,0.707,,1,1,1,0,
248,SC1_63,15-Dec-08,39797,SC1_63_5,5,0.453,2.448,0.841,29.701,16.031,10.67,0.695,,1,1,1,0,
249,SC1_63,15-Dec-08,39797,SC1_63_6,6,0.337,2.107,0.71,29.413,17.049,158.199,0.647,,1,1,1,0,
250,SC1_63,15-Dec-08,39797,SC1_63_7,7,8.61E-04,0.366,0.182,31.462,19.014,23.199,0.01,nv,0,NA,0,0,
251,SC1_63,15-Dec-08,39797,SC1_63_8,8,0.172,1.531,0.534,21.542,11.466,109.654,0.431,,1,1,1,0,
252,SC1_63,15-Dec-08,39797,SC1_63_9,9,0.263,1.878,0.649,2.54,7.943,150.124,0.541,,1,1,1,0,
253,SC1_63,13-Dec-09,40160,SC1_63_1,1,0.434,2.428,0.847,2.958,10.691,141.34,0.692,,1,1,1,0,
254,SC1_63,13-Dec-09,40160,SC1_63_2,2,0.415,2.357,0.828,16.079,4.871,103.431,0.625,angle,0,1,0,0,
255,SC1_63,13-Dec-09,40160,SC1_63_3,3,0.381,2.271,0.787,17.847,16.572,141.203,0.619,,1,1,1,0,
256,SC1_63,13-Dec-09,40160,SC1_63_4,4,0.421,2.357,0.805,21.864,11.822,103.829,0.685,,1,1,1,0,
257,SC1_63,13-Dec-09,40160,SC1_63_5,5,0.388,2.28,0.8,30.703,16.476,167.845,0.625,,1,1,1,0,
258,SC1_63,13-Dec-09,40160,SC1_63_6,6,0.362,2.183,0.723,30.426,17.835,18.435,0.672,,1,1,1,0,
259,SC1_63,13-Dec-09,40160,SC1_63_7,7,0.215,1.714,0.588,31.629,20.156,59.237,0.485,algae,0,1,0,0,
260,SC1_63,13-Dec-09,40160,SC1_63_8,8,0.15,1.41,0.495,22.537,12.543,60.945,0.409,,1,1,1,0,
261,SC1_63,13-Dec-09,40160,SC1_63_9,9,0.28,1.926,0.65,3.86,8.346,123.69,0.565,angle,0,1,0,0,
262,SC1_63,13-Dec-09,40160,SC1_63_10,10,0.094,1.159,0.44,20.854,6.867,34.992,0.289,recruit,1,1,1,1,
263,SC1_63,13-Dec-09,40160,SC1_63_11,11,0.062,0.907,0.314,31.569,12.88,122.471,0.265,recruit,1,1,1,1,
264,SC1_63,13-Dec-09,40160,SC1_63_12,12,0.06,0.926,0.339,11.172,7.24,16.504,0.249,recruit,1,1,1,1,
265,SC1_63,3-Dec-10,40515,SC1_63_1,1,0.663,2.992,1.06,2.745,9.291,142.352,0.862,,1,1,1,0,
266,SC1_63,3-Dec-10,40515,SC1_63_2,2,0.553,2.732,0.954,16.496,4.531,104.56,0.779,,1,1,1,0,
267,SC1_63,3-Dec-10,40515,SC1_63_3,3,0.463,2.483,0.849,17.443,16.496,108.947,0.71,,1,1,1,0,
268,SC1_63,3-Dec-10,40515,SC1_63_4,4,0.542,2.699,0.922,21.818,12.168,98.973,0.755,,1,1,1,0,
269,SC1_63,3-Dec-10,40515,SC1_63_5,5,0.697,3.05,1.047,30.15,17.946,159.905,0.847,,1,1,1,0,
270,SC1_63,3-Dec-10,40515,SC1_63_6,6,0.36,2.207,0.762,29.826,19.073,151.821,0.643,,1,1,1,0,
271,SC1_63,3-Dec-10,40515,SC1_63_7,7,0.192,1.627,0.601,30.737,21.818,61.39,0.427,,1,1,1,0,
272,SC1_63,3-Dec-10,40515,SC1_63_8,8,0.241,1.804,0.602,22.49,13.055,58.841,0.503,,1,1,1,0,
273,SC1_63,3-Dec-10,40515,SC1_63_9,9,0.376,2.235,0.789,3.728,7.097,133.152,0.628,angle,0,1,0,0,
274,SC1_63,3-Dec-10,40515,SC1_63_10,10,0.141,1.387,0.529,21.219,7.253,32.969,0.379,angle,0,1,0,0,
275,SC1_63,3-Dec-10,40515,SC1_63_11,11,1.44E-04,0.054,0.027,31.696,13.091,26.565,0.005,dead,1,0,0,0,
276,SC1_63,3-Dec-10,40515,SC1_63_12,12,0.16,1.481,0.527,11.245,6.617,11.821,0.407,,1,1,1,0,
277,SC1_64,10-Dec-07,39426,SC1_64_1,1,0.208,1.659,0.557,23.594,14.565,165.069,0.478,,1,1,1,0,
278,SC1_64,10-Dec-07,39426,SC1_64_2,2,0.348,2.327,0.729,23.833,21.597,156.801,0.625,,1,1,1,0,
279,SC1_64,15-Dec-08,39797,SC1_64_1,1,4.33E-04,0.14,0.07,20.887,15.158,30.964,0.008,dead,1,0,0,0,
280,SC1_64,15-Dec-08,39797,SC1_64_2,2,0.366,2.192,0.721,21.212,21.872,113.575,0.662,,1,1,1,0,
281,SC1_64,15-Dec-08,39797,SC1_64_3,3,0.142,1.37,0.464,4.792,8.023,36.573,0.396,recruit,1,1,1,1,
282,SC1_64,13-Dec-09,40160,SC1_64_1,1,1.44E-04,0.054,0.027,NA,NA,NA,NA,dead,1,0,0,0,
283,SC1_64,13-Dec-09,40160,SC1_64_2,2,0.351,2.17,0.724,22.838,21.022,138.366,0.613,,1,1,1,0,
284,SC1_64,13-Dec-09,40160,SC1_64_3,3,0.19,1.584,0.55,5.676,7.107,23.199,0.457,,1,1,1,0,
285,SC1_64,3-Dec-10,40515,SC1_64_1,1,7.19E-04,0.171,0.085,22.519,16.319,45,0.008,dead,1,0,0,0,
286,SC1_64,3-Dec-10,40515,SC1_64_2,2,0.401,2.368,0.82,21.128,22.063,159.444,0.66,angle,0,1,0,0,
287,SC1_64,3-Dec-10,40515,SC1_64_3,3,0.383,2.25,0.752,5.588,6.235,33.944,0.659,,1,1,1,0,"remeasured 19Feb2015, but was close - 0.389; so didn't change"
288,SC4_36,10-Dec-07,39426,SC4_36_1,1,0.305,2.041,0.736,13.915,24.369,18.138,0.555,,1,1,1,0,
289,SC4_36,10-Dec-07,39426,SC4_36_2,2,0.279,1.958,0.7,20.969,4.088,42.207,0.545,angle,0,1,0,0,
290,SC4_36,10-Dec-07,39426,SC4_36_3,3,0.12,1.258,0.412,22.174,4.859,127.875,0.386,,1,1,1,0,
291,SC4_36,10-Dec-07,39426,SC4_36_4,4,0.327,2.087,0.703,31.025,6.186,22.166,0.591,,1,1,1,0,
292,SC4_36,10-Dec-07,39426,SC4_36_5,5,0.709,3.15,1.173,37.054,9.682,14.893,0.784,,1,1,1,0,
293,SC4_36,10-Dec-07,39426,SC4_36_6,6,0.389,2.315,0.784,35.149,10.563,112.62,0.615,angle,0,1,0,0,
294,SC4_36,10-Dec-07,39426,SC4_36_7,7,0.695,3.088,1.08,31.555,17.653,156.297,0.843,,1,1,1,0,
295,SC4_36,10-Dec-07,39426,SC4_36_8,8,0.218,1.775,0.699,4.051,8.814,111.251,0.426,,1,1,1,0,
296,SC4_36,15-Dec-08,39797,SC4_36_1,1,0.266,1.916,0.723,13.159,25.468,19.335,0.508,angle,0,1,0,0,
297,SC4_36,15-Dec-08,39797,SC4_36_2,2,0.307,2.04,0.737,19.14,4.235,35.754,0.554,angle,0,1,0,0,
298,SC4_36,15-Dec-08,39797,SC4_36_3,3,4.29E-04,0.123,0.06,22.107,5.132,36.87,0.014,nv,0,NA,0,0,
299,SC4_36,15-Dec-08,39797,SC4_36_4,4,0.336,2.11,0.72,29.416,6.029,15.422,0.619,,1,1,1,0,
300,SC4_36,15-Dec-08,39797,SC4_36_5,5,4.29E-04,0.123,0.06,35.326,9.833,0,0.012,dead,1,0,0,0,
301,SC4_36,15-Dec-08,39797,SC4_36_6,6,0.001,0.426,0.212,33.782,10.898,16.39,0.015,nv,0,NA,0,0,
302,SC4_36,15-Dec-08,39797,SC4_36_7,7,0.72,3.126,1.11,30.337,17.705,149.566,0.865,,1,1,1,0,
303,SC4_36,15-Dec-08,39797,SC4_36_8,8,0.391,2.284,0.792,4.223,10.587,128.254,0.647,,1,1,1,0,
304,SC4_36,15-Dec-08,39797,SC4_36_9,9,0.248,1.822,0.644,28.351,23.734,121.329,0.522,,1,1,1,0,
305,SC4_36,13-Dec-09,40160,SC4_36_1,1,0.001,0.297,0.147,22.398,4.038,34.992,0.014,,1,1,1,0,
306,SC4_36,13-Dec-09,40160,SC4_36_2,2,0.323,2.098,0.769,20.481,3.99,41.186,0.571,angle,0,1,0,0,
307,SC4_36,13-Dec-09,40160,SC4_36_3,3,0.103,1.17,0.388,21.65,4.979,126.158,0.35,,1,1,1,0,
308,SC4_36,13-Dec-09,40160,SC4_36_4,4,0.37,2.202,0.725,30.691,6.329,21.448,0.67,,1,1,1,0,
309,SC4_36,13-Dec-09,40160,SC4_36_5,5,5.81E-04,0.228,0.114,34.645,9.21,32.005,0.015,dead,1,0,0,0,
310,SC4_36,13-Dec-09,40160,SC4_36_6,6,2.91E-04,0.292,0.146,34.332,10.03,24.444,0.006,nv,0,NA,0,0,
311,SC4_36,13-Dec-09,40160,SC4_36_7,7,0.648,2.952,1.028,31.077,18.046,140.711,0.808,,1,1,1,0,
312,SC4_36,13-Dec-09,40160,SC4_36_8,8,0.352,2.151,0.732,5.111,9.294,147.095,0.636,,1,1,1,0,
313,SC4_36,13-Dec-09,40160,SC4_36_9,9,0.245,1.803,0.615,28.534,24.061,115.56,0.541,,1,1,1,0,
314,SC4_36,13-Dec-09,40160,SC4_36_10,10,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,
315,SC4_36,13-Dec-09,40160,SC4_36_11,11,0.087,1.134,0.383,19.541,5.786,24.146,0.313,recruit,1,1,1,1,
316,SC4_36,3-Dec-10,40515,SC4_36_1,1,0.251,1.888,0.688,12.312,23.902,122.856,0.468,angle,0,1,0,0,
317,SC4_36,3-Dec-10,40515,SC4_36_2,2,0.496,2.59,0.898,19.87,3.021,72.051,0.737,angle,0,1,0,0,
318,SC4_36,3-Dec-10,40515,SC4_36_3,3,0.172,1.515,0.53,20.905,3.887,111.318,0.445,,1,1,1,0,
319,SC4_36,3-Dec-10,40515,SC4_36_4,4,0.623,2.947,0.947,30.16,5.44,11.739,0.83,,1,1,1,0,
320,SC4_36,3-Dec-10,40515,SC4_36_5,5,4.35E-04,0.242,0.121,35.191,10.134,5.711,0.006,dead,1,0,0,0,
321,SC4_36,3-Dec-10,40515,SC4_36_6,6,0.494,2.614,0.934,34.132,11.686,68.062,0.654,angle,0,1,0,0,
322,SC4_36,3-Dec-10,40515,SC4_36_7,7,0.681,3.049,1.112,30.04,17.981,146.482,0.824,,1,1,1,0,
323,SC4_36,3-Dec-10,40515,SC4_36_8,8,8.69E-04,0.303,0.151,4.489,7.763,28.61,0.012,dead,1,0,0,0,
324,SC4_36,3-Dec-10,40515,SC4_36_9,9,0.249,1.809,0.604,27.489,23.661,113.499,0.53,,1,1,1,0,
325,SC4_36,3-Dec-10,40515,SC4_36_10,10,0.055,0.852,0.291,27.789,10.567,128.29,0.253,recruit,1,1,1,1,
326,SC4_36,3-Dec-10,40515,SC4_36_11,11,0.143,1.378,0.472,18.667,4.61,127.747,0.406,,1,1,1,0,
327,SC4_45,10-Dec-07,39426,SC4_45_1,1,0.793,3.378,1.26,9.761,11.583,99.372,0.794,,1,1,1,0,
328,SC4_45,10-Dec-07,39426,SC4_45_2,2,0.616,2.986,0.978,6.998,15.276,167.164,0.808,,1,1,1,0,
329,SC4_45,10-Dec-07,39426,SC4_45_3,3,0.873,3.443,1.259,5.876,16.711,140.054,0.904,,1,1,1,0,
330,SC4_45,10-Dec-07,39426,SC4_45_4,4,0.921,3.534,1.216,11.342,16.748,100.864,0.981,,1,1,1,0,
331,SC4_45,15-Dec-08,39797,SC4_45_1,1,0.82,3.392,1.264,9.797,10.452,98.664,0.798,,1,1,1,0,
332,SC4_45,15-Dec-08,39797,SC4_45_2,2,0.646,2.921,0.997,7.142,14.487,11.712,0.838,,1,1,1,0,
333,SC4_45,15-Dec-08,39797,SC4_45_3,3,0.89,3.493,1.285,6.107,15.678,129.738,0.894,,1,1,1,0,
334,SC4_45,15-Dec-08,39797,SC4_45_4,4,0.882,3.41,1.219,11.309,15.344,102.407,0.94,,1,1,1,0,
335,SC4_45,13-Dec-09,40160,SC4_45_1,1,0.786,3.299,1.209,8.2,10.921,99.744,0.807,angle,0,1,0,0,
336,SC4_45,13-Dec-09,40160,SC4_45_2,2,0.699,3.065,1.075,5.081,14.762,9.673,0.837,,1,1,1,0,
337,SC4_45,13-Dec-09,40160,SC4_45_3,3,0.917,3.545,1.314,3.841,16.038,131.285,0.937,,1,1,1,0,
338,SC4_45,13-Dec-09,40160,SC4_45_4,4,0.963,3.564,1.253,9.38,17.29,81.714,0.999,,1,1,1,0,
339,SC4_45,3-Dec-10,40515,SC4_45_1,1,0.843,3.569,1.289,9.63,14.192,81.946,0.841,angle,0,1,0,0,
340,SC4_45,3-Dec-10,40515,SC4_45_2,2,0.663,2.977,1.039,6.789,16.804,13.392,0.83,,1,1,1,0,
341,SC4_45,3-Dec-10,40515,SC4_45_3,3,0.0004347,0.392,0.196,8.197,16.527,10.62,0.01,nv,0,NA,0,0,
342,SC4_45,3-Dec-10,40515,SC4_45_4,4,1.004,3.66,1.291,11.182,18.116,101.834,1.011,,1,1,1,0,
343,SC4_51,10-Dec-07,39426,SC4_51_1,1,0.831,3.352,1.192,3.237,16.244,166.527,0.901,,1,1,1,0,
344,SC4_51,15-Dec-08,39797,SC4_51_1,1,0.662,3.017,1.076,1.867,18.16,163.179,0.774,,1,1,1,0,
345,SC4_51,13-Dec-09,40160,SC4_51_1,1,0.865,3.418,1.218,2.334,17.833,168.024,0.936,,1,1,1,0,
346,SC4_51,3-Dec-10,40515,SC4_51_1,1,0.906,3.531,1.299,2.005,18.274,156.732,0.955,,1,1,1,0,
347,SC4_52,10-Dec-07,39426,SC4_52_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
348,SC4_52,15-Dec-08,39797,SC4_52_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
349,SC4_52,13-Dec-09,40160,SC4_52_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
350,SC4_52,3-Dec-10,40515,SC4_52_1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,density = 0
351,SC5_34,10-Dec-07,39426,SC5_34_1,1,0.195,1.65,0.537,12.486,22.565,112.521,0.484,algae,0,1,0,0,
352,SC5_34,10-Dec-07,39426,SC5_34_2,2,0.121,1.298,0.421,23.182,9.534,71.565,0.387,,1,1,1,0,
353,SC5_34,10-Dec-07,39426,SC5_34_3,3,0.287,1.989,0.693,31.543,19.927,117.013,0.573,,1,1,1,0,
354,SC5_34,10-Dec-07,39426,SC5_34_4,4,0.149,1.442,0.507,33.007,20.484,146.689,0.419,,1,1,1,0,
355,SC5_34,10-Dec-07,39426,SC5_34_5,5,0.112,1.231,0.416,32.68,21.343,171.634,0.339,,1,1,1,0,
356,SC5_34,10-Dec-07,39426,SC5_34_6,6,0.273,1.906,0.672,32.16,22.202,149.744,0.544,,1,1,1,0,
357,SC5_34,10-Dec-07,39426,SC5_34_7,7,0.304,2.079,0.75,37.423,19.431,10.222,0.532,,1,1,1,0,
358,SC5_34,10-Dec-07,39426,SC5_34_8,8,0.429,2.442,0.797,37.665,11.506,149.931,0.726,,1,1,1,0,
359,SC5_34,10-Dec-07,39426,SC5_34_9,9,0.076,1.011,0.353,31.797,20.992,149.036,0.29,,1,1,1,0,
360,SC5_34,10-Dec-07,39426,SC5_34_10,10,0.719,3.119,1.157,33.938,21.597,6.605,0.825,algae,0,1,0,0,
361,SC5_34,15-Dec-08,39797,SC5_34_1,1,0.217,1.693,0.592,11.38,23.646,165.964,0.467,,1,1,1,0,
362,SC5_34,15-Dec-08,39797,SC5_34_2,2,0.149,1.411,0.475,21.444,9.896,123.69,0.431,,1,1,1,0,
363,SC5_34,15-Dec-08,39797,SC5_34_3,3,0.317,2.054,0.668,30.18,20.02,126.254,0.626,,1,1,1,0,
364,SC5_34,15-Dec-08,39797,SC5_34_4,4,0.138,1.352,0.462,31.64,20.678,16.557,0.395,,1,1,1,0,
365,SC5_34,15-Dec-08,39797,SC5_34_5,5,1.43E-04,0.14,0.07,31.436,21.42,59.036,0.006,dead,1,0,0,0,
366,SC5_34,15-Dec-08,39797,SC5_34_6,6,0.33,2.091,0.692,30.922,22.641,30.114,0.622,,1,1,1,0,
367,SC5_34,15-Dec-08,39797,SC5_34_7,7,0.365,2.227,0.8,35.792,18.991,158.039,0.61,,1,1,1,0,
368,SC5_34,15-Dec-08,39797,SC5_34_8,8,0.398,2.29,0.747,35.421,11.488,144.782,0.694,,1,1,1,0,
369,SC5_34,15-Dec-08,39797,SC5_34_9,9,0.144,1.381,0.491,30.467,20.989,136.975,0.395,,1,1,1,0,
370,SC5_34,15-Dec-08,39797,SC5_34_10,10,0.537,2.695,0.981,32.717,21.492,15.562,0.73,,1,1,1,0,
371,SC5_34,15-Dec-08,39797,SC5_34_11,11,0.077,1.016,0.348,24.878,16.657,164.055,0.299,recruit,1,1,1,1,
372,SC5_34,15-Dec-08,39797,SC5_34_12,12,0.141,1.378,0.487,6.438,25.357,24.677,0.389,recruit,1,1,1,1,
373,SC5_34,13-Dec-09,40160,SC5_34_1,1,0.275,1.943,0.684,11.856,22.964,159.326,0.539,angle,0,1,0,0,
374,SC5_34,13-Dec-09,40160,SC5_34_2,2,0.171,1.507,0.512,21.612,8.838,124.439,0.455,,1,1,1,0,
375,SC5_34,13-Dec-09,40160,SC5_34_3,3,0.312,2.031,0.697,30.728,18.92,154.323,0.606,,1,1,1,0,
376,SC5_34,13-Dec-09,40160,SC5_34_4,4,0.096,1.135,0.393,32.37,19.33,17.879,0.314,,1,1,1,0,
377,SC5_34,13-Dec-09,40160,SC5_34_5,5,2.92E-04,0.103,0.054,32.973,20.006,26.565,0.011,dead,1,0,0,0,
378,SC5_34,13-Dec-09,40160,SC5_34_6,6,0.315,2.026,0.673,31.694,21.371,21.038,0.604,angle,0,1,0,0,
379,SC5_34,13-Dec-09,40160,SC5_34_7,7,0.354,2.175,0.765,36.547,17.459,168.158,0.592,,1,1,1,0,
380,SC5_34,13-Dec-09,40160,SC5_34_8,8,0.428,2.377,0.79,35.992,10.48,66.571,0.724,,1,1,1,0,
381,SC5_34,13-Dec-09,40160,SC5_34_9,9,0.175,1.517,0.521,31.114,19.97,13.392,0.435,angle,0,1,0,0,
382,SC5_34,13-Dec-09,40160,SC5_34_10,10,0.473,2.558,0.955,33.456,19.825,166.842,0.628,,1,1,1,0,
383,SC5_34,13-Dec-09,40160,SC5_34_11,11,2.89E-04,0.072,0.038,25.922,13.921,30.964,0.002,dead,1,0,0,0,
384,SC5_34,13-Dec-09,40160,SC5_34_12,12,0.247,1.819,0.664,6.942,25.017,27.031,0.51,,1,1,1,0,
385,SC5_34,13-Dec-09,40160,SC5_34_13,13,0.097,1.143,0.396,31.066,22.421,142.431,0.314,recruit,1,1,1,1,
386,SC5_34,13-Dec-09,40160,SC5_34_14,14,0.054,0.843,0.282,18.509,16.263,133.264,0.254,recruit,1,1,1,1,
387,SC5_34,13-Dec-09,40160,SC5_34_15,15,0.379,2.239,0.787,2.185,26.417,35.64,0.658,,1,1,1,0,
388,SC5_34,3-Dec-10,40515,SC5_34_1,1,0.307,1.995,0.674,10.991,23.63,34.824,0.597,angle,0,1,0,0,
389,SC5_34,3-Dec-10,40515,SC5_34_2,2,0.308,2.013,0.658,21.08,9.536,149.216,0.618,,1,1,1,0,
390,SC5_34,3-Dec-10,40515,SC5_34_3,3,0.503,2.603,0.895,29.691,19.613,104.783,0.745,,1,1,1,0,
391,SC5_34,3-Dec-10,40515,SC5_34_4,4,0.171,1.511,0.502,31.001,20.227,158.962,0.445,,1,1,1,0,
392,SC5_34,3-Dec-10,40515,SC5_34_5,5,2.89E-04,0.072,0.038,31.194,20.924,18.435,0.019,dead,1,0,0,0,
393,SC5_34,3-Dec-10,40515,SC5_34_6,6,0.413,2.491,0.834,30.4,22.487,74.962,0.675,,1,1,1,0,
394,SC5_34,3-Dec-10,40515,SC5_34_7,7,0.408,2.457,0.788,35.126,19.12,12.339,0.661,,1,1,1,0,
395,SC5_34,3-Dec-10,40515,SC5_34_8,8,0.653,3.229,1.013,35.222,12.073,52.722,0.85,,1,1,1,0,
396,SC5_34,3-Dec-10,40515,SC5_34_9,9,0.221,1.709,0.563,29.955,20.599,106.113,0.512,,1,1,1,0,
397,SC5_34,3-Dec-10,40515,SC5_34_10,10,0.422,2.347,0.78,32.096,20.828,146.31,0.702,,1,1,1,0,
398,SC5_34,3-Dec-10,40515,SC5_34_11,11,4.34E-04,0.173,0.085,7.095,25.073,45,0.017,dead,1,0,0,0,
399,SC5_34,3-Dec-10,40515,SC5_34_12,12,0.345,2.175,0.78,5.953,25.109,26.565,0.613,angle,0,1,0,0,
400,SC5_34,3-Dec-10,40515,SC5_34_13,13,0.255,1.834,0.63,29.39,23.498,34.902,0.527,,1,1,1,0,
401,SC5_34,3-Dec-10,40515,SC5_34_14,14,0.099,1.143,0.387,17.725,17.088,36.158,0.325,,1,1,1,0,
402,SC5_34,3-Dec-10,40515,SC5_34_15,15,5.78E-04,0.346,0.171,1.563,25.987,140.711,0.017,nv,0,NA,0,0,
403,SC5_34,3-Dec-10,40515,SC5_34_16,16,0.078,1.023,0.344,17.858,19.746,24.775,0.301,recruit,1,1,1,1,
404,SC5_34,3-Dec-10,40515,SC5_34_17,17,0.081,1.034,0.361,27.67,21.682,119.982,0.304,recruit,1,1,1,1,
405,SC5_47,10-Dec-07,39426,SC5_47_1,1,0.194,1.628,0.552,25.888,18.459,79.919,0.487,,1,1,1,0,
406,SC5_47,10-Dec-07,39426,SC5_47_2,2,0.156,1.432,0.514,29.113,16.671,29.578,0.401,,1,1,1,0,
407,SC5_47,10-Dec-07,39426,SC5_47_3,3,0.256,1.864,0.648,29.415,16.9,36.656,0.535,,1,1,1,0,
408,SC5_47,10-Dec-07,39426,SC5_47_4,4,0.222,1.704,0.563,18.096,12.769,144.605,0.507,,1,1,1,0,
