"","orig.order","quad1","quad","time","dates","ini.date","fin.date","elap.yr","site","coral","ID","Coral","ini.area","ini.perim","ini.feret","ini.notes","Coral.1","fin.area","fin.perim","fin.feret","fin.notes","tran","ini.areaLN","fin.areaLN"
"712",699,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON5_89_3",NA,0.25869,NA,NA,"",NA,0.32646,NA,NA,"","ON5",-1.35212484534979,-1.11944784925625
"713",700,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON5_89_4",NA,0.46394,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-0.768000045462013,NA
"714",701,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON5_89_5",NA,0.1719,NA,NA,"",NA,0.26502,NA,NA,"","ON5",-1.76084236659333,-1.32794998414565
"715",702,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON5_89_6",NA,0.42671,NA,NA,"",NA,0.33524,NA,NA,"","ON5",-0.851650653393705,-1.09290858575143
"716",703,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON5_89_7",NA,0.07571,NA,NA,"",NA,0.11496,NA,NA,"","ON5",-2.58084502686692,-2.16317103721137
"717",704,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON5_89_8",NA,0.07903,NA,NA,"",NA,0.15771,NA,NA,"","ON5",-2.53792775176525,-1.84699737548267
"718",705,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON5_89_9",NA,0.08125,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.51022445777229,NA
"719",706,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON5_89_10",NA,0.0764,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.57177258280966,NA
"720",707,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON5_89_11",NA,0.07031,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.65484124277107,NA
"721",708,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON5_89_12",NA,0.10934,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.21329298551528,NA
"722",709,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON5_89_13",NA,0.44664,NA,NA,"",NA,0.49734,NA,NA,"","ON5",-0.806002377980032,-0.698481382150647
"723",710,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON5_89_14",NA,0.26367,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.33305695773747,NA
"724",711,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON5_91_1",NA,0.32532,NA,NA,"",NA,0.37772,NA,NA,"","ON5",-1.12294596568356,-0.973602098587269
"725",712,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON5_91_2",NA,0.06798,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.68854173471417,NA
"726",713,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON5_91_3",NA,0.06321,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.76129276249793,NA
"727",714,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON5_91_4",NA,0.18064,NA,NA,"",NA,0.4781,NA,NA,"","ON5",-1.71124917858079,-0.737935363350079
"728",715,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON5_91_5",NA,0.30607,NA,NA,"",NA,0.33317,NA,NA,"","ON5",-1.18394144502098,-1.09910240875734
"729",716,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON5_91_6",NA,0.28276,NA,NA,"",NA,0.30323,NA,NA,"","ON5",-1.26315679767938,-1.19326368551758
"730",717,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON5_91_7",NA,0.10057,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-2.29690127652575,NA
"731",718,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON5_91_8",NA,0.67844,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.387959233978499,NA
"732",719,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON5_91_9",NA,0.25227,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-1.37725533646922,NA
"733",720,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON5_91_10",NA,0.18864,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-1.66791484219308,NA
"734",721,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON5_91_11",NA,0.66215,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-0.412263162609164,NA
"735",722,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON5_91_12",NA,0.16167,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-1.82219805836862,NA
"736",723,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON5_91_13",NA,0.23528,NA,NA,"",NA,0.3024,NA,NA,"","ON5",-1.4469789847364,-1.19600463467676
"737",724,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON5_91_14",NA,0.09945,NA,NA,"",NA,0.22443,NA,NA,"","ON5",-2.30810027368216,-1.49419142442971
"738",725,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON5_91_15",NA,0.84195,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.172034648925819,NA
"739",726,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON5_91_16",NA,0.29849,NA,NA,"",NA,0.63404,NA,NA,"tentacles","ON5",-1.20901884754817,-0.455643235052445
"740",727,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON5_91_17",NA,0.2784,NA,NA,"",NA,0.35851,NA,NA,"","ON5",-1.27869635052187,-1.0257987253287
"741",728,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON5_91_18",NA,0.07613,NA,NA,"",NA,0.13895,NA,NA,"","ON5",-2.57531287366402,-1.97364112279362
"742",729,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON5_91_19",NA,0.15887,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.8396690212502,NA
"743",730,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON5_91_20",NA,0.36254,NA,NA,"",NA,0.39791,NA,NA,"","ON5",-1.01462046594736,-0.921529429922357
"744",731,"ON5_91_","ON5_91_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON5_91_21",NA,0.24609,NA,NA,"",NA,0.29168,NA,NA,"","ON5",-1.40205795629937,-1.23209796805178
"745",732,"PG1_7_","PG1_7_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG1_7_1",NA,0.366,NA,NA,"",NA,0.473,NA,NA,"","PG1",-1.00512194558077,-0.748659890490204
"746",733,"PG1_8_","PG1_8_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG1_8_1",NA,0.433,NA,NA,"",NA,NA,NA,NA,"gone","PG1",-0.837017550979647,NA
"747",734,"PG1_8_","PG1_8_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG1_8_2",NA,0.624,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-0.471604910612709,NA
"748",735,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG1_96_1",NA,0.083,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-2.48891467118554,NA
"749",736,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG1_96_2",NA,0.269,NA,NA,"",NA,0.427,NA,NA,"","PG1",-1.3130438993803,-0.850971265753513
"750",737,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG1_96_3",NA,0.431,NA,NA,"",NA,0.372,NA,NA,"","PG1",-0.841647188878389,-0.988861424708991
"751",738,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG1_96_4",NA,0.304,NA,NA,"",NA,0.197,NA,NA,"","PG1",-1.19072757757592,-1.62455155024415
"752",739,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG1_96_5",NA,0.122,NA,NA,"",NA,0.198,NA,NA,"","PG1",-2.10373423424888,-1.6194882482876
"753",740,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG1_96_6",NA,0.683,NA,NA,"",NA,NA,NA,NA,"angle","PG1",-0.381260419411347,NA
"754",741,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG1_96_7",NA,0.089,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-2.41911890925,NA
"755",742,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG1_96_8",NA,0.071,NA,NA,"",NA,NA,NA,NA,"gone","PG1",-2.64507540194082,NA
"756",743,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG1_96_9",NA,0.375,NA,NA,"",NA,0.431,NA,NA,"","PG1",-0.980829253011726,-0.841647188878389
"757",744,"PG1_96_","PG1_96_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG1_96_10",NA,0.089,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-2.41911890925,NA
"758",745,"PG1_97_","PG1_97_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG1_97_1",NA,0.502,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-0.689155159290408,NA
"759",746,"PG1_97_","PG1_97_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG1_97_2",NA,0.408,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-0.896488104577975,NA
"760",747,"PG1_97_","PG1_97_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG1_97_3",NA,0.13,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-2.04022082852655,NA
"761",748,"PG1_97_","PG1_97_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG1_97_4",NA,0.459,NA,NA,"",NA,NA,NA,NA,"nv","PG1",-0.778705068921592,NA
"762",749,"PG2_26_","PG2_26_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG2_26_1",NA,0.492,NA,NA,"",NA,NA,NA,NA,"nv","PG2",-0.709276562489829,NA
"763",750,"PG2_26_","PG2_26_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG2_26_2",NA,0.267,NA,NA,"",NA,0.001,NA,NA,"dead","PG2",-1.32050662058189,-6.90775527898214
"764",751,"PG2_26_","PG2_26_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG2_26_3",NA,0.271,NA,NA,"",NA,0.316,NA,NA,"overgrown","PG2",-1.30563645810244,-1.15201306539522
"765",752,"PG2_26_","PG2_26_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG2_26_4",NA,0.298,NA,NA,"",NA,0.347,NA,NA,"","PG2",-1.21066179247673,-1.05843049903528
"766",753,"PG2_26_","PG2_26_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG2_26_5",NA,0.075,NA,NA,"",NA,0.1,NA,NA,"","PG2",-2.59026716544583,-2.30258509299405
"767",754,"PG2_27_","PG2_27_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG2_27_1",NA,0.225,NA,NA,"",NA,NA,NA,NA,"nv","PG2",-1.49165487677772,NA
"768",755,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG2_99_1",NA,0.31,NA,NA,"",NA,0.325,NA,NA,"","PG2",-1.17118298150295,-1.1239300966524
"769",756,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG2_99_2",NA,0.282,NA,NA,"",NA,0.44,NA,NA,"","PG2",-1.26584820804402,-0.82098055206983
"770",757,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG2_99_3",NA,0.584,NA,NA,"",NA,0.636,NA,NA,"","PG2",-0.53785429615391,-0.452556715642015
"771",758,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG2_99_4",NA,0.135,NA,NA,"",NA,NA,NA,NA,"gone","PG2",-2.00248050054371,NA
"772",759,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG2_99_5",NA,0.457,NA,NA,"",NA,0.394,NA,NA,"","PG2",-0.783071888087932,-0.931404369684203
"773",760,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG2_99_6",NA,0.299,NA,NA,"",NA,0.36,NA,NA,"","PG2",-1.20731170559145,-1.02165124753198
"774",761,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG2_99_7",NA,0.426,NA,NA,"",NA,NA,NA,NA,"gone","PG2",-0.853315932712767,NA
"775",762,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG2_99_8",NA,0.052,NA,NA,"",NA,NA,NA,NA,"gone","PG2",-2.95651156040071,NA
"776",763,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG2_99_9",NA,0.182,NA,NA,"",NA,NA,NA,NA,"angle","PG2",-1.70374859190534,NA
"777",764,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG2_99_10",NA,0.066,NA,NA,"",NA,NA,NA,NA,"gone","PG2",-2.71810053695571,NA
"778",765,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",11,"PG2_99_11",NA,0.126,NA,NA,"",NA,0.325,NA,NA,"","PG2",-2.07147337203066,-1.1239300966524
"779",766,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",12,"PG2_99_12",NA,0.369,NA,NA,"",NA,0.304,NA,NA,"","PG2",-0.99695863494161,-1.19072757757592
"780",767,"PG2_99_","PG2_99_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",13,"PG2_99_13",NA,0.083,NA,NA,"",NA,0.135,NA,NA,"","PG2",-2.48891467118554,-2.00248050054371
"781",768,"PG3_0_","PG3_0_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG3_0_1",NA,0.349,NA,NA,"",NA,0.263,NA,NA,"angle","PG3",-1.05268335677971,-1.33560124680437
"782",769,"PG3_0_","PG3_0_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG3_0_2",NA,0.542,NA,NA,"",NA,0.727,NA,NA,"","PG3",-0.612489277542491,-0.318828801448618
"783",770,"PG3_11_","PG3_11_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG3_11_1",NA,0.335,NA,NA,"",NA,NA,NA,NA,"angle","PG3",-1.09362474715707,NA
"784",771,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG3_95_1",NA,0.685,NA,NA,"",NA,0.702,NA,NA,"","PG3",-0.378336440719912,-0.353821874956326
"785",772,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG3_95_2",NA,0.512,NA,NA,"",NA,0.509,NA,NA,"","PG3",-0.669430653942629,-0.675307262431614
"786",773,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG3_95_3",NA,0.447,NA,NA,"",NA,NA,NA,NA,"gone","PG3",-0.805196684368568,NA
"787",774,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG3_95_4",NA,0.53,NA,NA,"",NA,NA,NA,NA,"gone","PG3",-0.63487827243597,NA
"788",775,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG3_95_5",NA,0.149,NA,NA,"",NA,NA,NA,NA,"gone","PG3",-1.90380897303668,NA
"789",776,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG3_95_6",NA,0.375,NA,NA,"",NA,NA,NA,NA,"nv","PG3",-0.980829253011726,NA
"790",777,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG3_95_7",NA,0.6,NA,NA,"",NA,NA,NA,NA,"angle","PG3",-0.510825623765991,NA
"791",778,"PG3_95_","PG3_95_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG3_95_8",NA,0.085,NA,NA,"",NA,0.172,NA,NA,"angle","PG3",-2.46510402249182,-1.76026080216868
"792",779,"PG4_29_","PG4_29_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG4_29_1",NA,0.239,NA,NA,"",NA,0.253,NA,NA,"","PG4",-1.43129172705063,-1.37436579025462
"793",780,"PG4_29_","PG4_29_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG4_29_2",NA,0.297,NA,NA,"",NA,0.332,NA,NA,"","PG4",-1.21402314017944,-1.10262031006565
"794",781,"PG4_29_","PG4_29_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG4_29_3",NA,0.186,NA,NA,"",NA,0.173,NA,NA,"","PG4",-1.68200860526894,-1.75446368448436
"795",782,"PG4_30_","PG4_30_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG4_30_1",NA,0.36,NA,NA,"",NA,0.393,NA,NA,"","PG4",-1.02165124753198,-0.933945667112876
"796",783,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG4_65_1",NA,0.488,NA,NA,"",NA,NA,NA,NA,"angle","PG4",-0.71743987312899,NA
"797",784,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG4_65_2",NA,0.635,NA,NA,"",NA,0.673,NA,NA,"","PG4",-0.454130280089445,-0.396009949337409
"798",785,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG4_65_3",NA,0.555,NA,NA,"",NA,0.516,NA,NA,"","PG4",-0.588787165235702,-0.661648513500574
"799",786,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG4_65_4",NA,0.721,NA,NA,"",NA,0.737,NA,NA,"","PG4",-0.327116141697188,-0.3051673867928
"800",787,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG4_65_5",NA,0.392,NA,NA,"",NA,0.439,NA,NA,"","PG4",-0.936493439191674,-0.823255865906966
"801",788,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG4_65_6",NA,0.334,NA,NA,"",NA,0.517,NA,NA,"","PG4",-1.09661428600544,-0.659712404473708
"802",789,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG4_65_7",NA,0.364,NA,NA,"",NA,0.63,NA,NA,"","PG4",-1.0106014113454,-0.462035459596559
"803",790,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG4_65_8",NA,0.444,NA,NA,"",NA,NA,NA,NA,"nv","PG4",-0.811930716549912,NA
"804",791,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG4_65_9",NA,0.615,NA,NA,"",NA,NA,NA,NA,"angle","PG4",-0.486133011175619,NA
"805",792,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG4_65_10",NA,0.499,NA,NA,"",NA,0.532,NA,NA,"","PG4",-0.695149183230618,-0.631111789640493
"806",793,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",11,"PG4_65_11",NA,0.31,NA,NA,"",NA,0.368,NA,NA,"","PG4",-1.17118298150295,-0.999672340813206
"807",794,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",12,"PG4_65_12",NA,0.487,NA,NA,"",NA,NA,NA,NA,"angle","PG4",-0.719491155899547,NA
"808",795,"PG4_65_","PG4_65_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",13,"PG4_65_13",NA,0.514,NA,NA,"",NA,NA,NA,NA,"angle","PG4",-0.665532013526972,NA
"809",796,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG5_2_1",NA,0.483,NA,NA,"",NA,0.473,NA,NA,"","PG5",-0.727738625329564,-0.748659890490204
"810",797,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",2,"PG5_2_2",NA,0.541,NA,NA,"",NA,0.564,NA,NA,"","PG5",-0.614336000135655,-0.572701027484078
"811",798,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG5_2_3",NA,0.359,NA,NA,"",NA,0.533,NA,NA,"","PG5",-1.02443289049386,-0.629233854816292
"812",799,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG5_2_4",NA,0.358,NA,NA,"",NA,0.444,NA,NA,"","PG5",-1.02722229258144,-0.811930716549912
"813",800,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG5_2_5",NA,0.211,NA,NA,"",NA,0.269,NA,NA,"","PG5",-1.55589714550607,-1.3130438993803
"814",801,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG5_2_6",NA,0.293,NA,NA,"",NA,0.41,NA,NA,"","PG5",-1.22758266996507,-0.891598119283784
"815",802,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",7,"PG5_2_7",NA,0.386,NA,NA,"",NA,0.633,NA,NA,"","PG5",-0.951917909517306,-0.457284856837961
"816",803,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",8,"PG5_2_8",NA,0.156,NA,NA,"",NA,0.317,NA,NA,"","PG5",-1.8578992717326,-1.14885350510486
"817",804,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",9,"PG5_2_9",NA,0.081,NA,NA,"",NA,0.254,NA,NA,"","PG5",-2.5133061243097,-1.3704210119636
"818",805,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",10,"PG5_2_10",NA,0.185,NA,NA,"",NA,0.364,NA,NA,"","PG5",-1.68739945390381,-1.0106014113454
"819",806,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",11,"PG5_2_11",NA,0.41,NA,NA,"",NA,0.579,NA,NA,"","PG5",-0.891598119283784,-0.546452801409142
"820",807,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",12,"PG5_2_12",NA,0.327,NA,NA,"",NA,0.45,NA,NA,"","PG5",-1.11779510808488,-0.798507696217772
"821",808,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",13,"PG5_2_13",NA,0.614,NA,NA,"",NA,NA,NA,NA,"nv","PG5",-0.487760350834995,NA
"822",809,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",14,"PG5_2_14",NA,0.399,NA,NA,"",NA,0.471,NA,NA,"","PG5",-0.918793862092274,-0.752897184965719
"823",810,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",15,"PG5_2_15",NA,0.223,NA,NA,"",NA,0.386,NA,NA,"angle","PG5",-1.50058350752202,-0.951917909517306
"824",811,"PG5_2_","PG5_2_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",16,"PG5_2_16",NA,0.136,NA,NA,"",NA,0.301,NA,NA,"","PG5",-1.99510039324608,-1.20064501423326
"825",812,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",1,"PG5_3_1",NA,0.463,NA,NA,"",NA,0.452,NA,NA,"","PG5",-0.770028224895903,-0.794073099149906
"827",814,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",3,"PG5_3_3",NA,0.283,NA,NA,"",NA,0.389,NA,NA,"","PG5",-1.2623083813389,-0.944175935363691
"828",815,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",4,"PG5_3_4",NA,0.147,NA,NA,"",NA,0.358,NA,NA,"","PG5",-1.9173226922034,-1.02722229258144
"829",816,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",5,"PG5_3_5",NA,0.327,NA,NA,"",NA,0.38,NA,NA,"nv","PG5",-1.11779510808488,-0.967584026261706
"830",817,"PG5_3_","PG5_3_","present","8dec07_4dec10","8-Dec-07","4-Dec-10",2.99,"PG",6,"PG5_3_6",NA,0.45,NA,NA,"",NA,0.495,NA,NA,"","PG5",-0.798507696217772,-0.703197516413447
