"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"2","Null model",3,-151.784275863108,0,1,0.665873715429059,79.0712424091658,0.665873715429059
"1","Era",4,-150.405113828999,1.37916203410879,0.501786264916082,0.334126284570941,79.5055872175298,1
